topic_id,topic_id_url,topic_name,subfield_name,field_name,domain_name,is_digital,daisy_group,ce_core,keywords
T11108,https://openalex.org/T11108,Municipal Solid Waste Management,Waste Management and Disposal,Environmental Science,Physical Sciences,0,circular_economy,1,Municipal Solid Waste; Waste Management; Developing Countries; Recycling; Landfill; Life Cycle Assessment; Renewable Energy; Waste-to-Energy; Environmental Impact; Sustainability
T12186,https://openalex.org/T12186,Phosphorus and nutrient management,Waste Management and Disposal,Environmental Science,Physical Sciences,0,circular_economy,1,Phosphorus; Recovery; Wastewater; Fertilizer; Struvite; Adsorption; Nutrient; Global Food Security; Biochar; Sustainability
T12838,https://openalex.org/T12838,Photovoltaic Systems and Sustainability,Environmental Engineering,Environmental Science,Physical Sciences,0,circular_economy,1,Solar Energy; Life Cycle Assessment; Photovoltaic Systems; Land Use; Recycling; Agrivoltaic Systems; Energy Payback Time; Greenhouse Gas Emissions; End-of-Life Management; Renewable Energy
T11847,https://openalex.org/T11847,Recycled Aggregate Concrete Performance,Building and Construction,Engineering,Physical Sciences,0,circular_economy,1,Recycled Aggregate; Concrete Properties; Construction Waste Management; Durability Performance; Mechanical Behavior; Sustainability in Construction; Environmental Impact Assessment; Waste Reduction; Microstructural Analysis; High Performance Concrete
T12017,https://openalex.org/T12017,Recycling and Waste Management Techniques,Waste Management and Disposal,Environmental Science,Physical Sciences,0,circular_economy,1,E-Waste; Recycling; Environmental Impacts; Metal Recovery; Waste Management; Hazardous Substances; Electronic Equipment; Health Consequences; Legislation; Global Production
T11672,https://openalex.org/T11672,Recycling and utilization of industrial and municipal waste in materials production,Building and Construction,Engineering,Physical Sciences,0,circular_economy,1,Waste Materials; Utilization; Brick Production; Ceramic Materials; Incineration Residues; Sewage Sludge Ash; Glass-ceramics; Recycling; Leaching Behavior; Circular Economy
T13477,https://openalex.org/T13477,Sustainable Design and Development,Building and Construction,Engineering,Physical Sciences,0,circular_economy,1,Sustainable Design; Urban Development; Circular Economy; Environmental Management; Resource Recovery; Green Urbanism; Climate Change; Product Development; Biomimicry; Social Innovation
T12746,https://openalex.org/T12746,Sustainable Industrial Ecology,Industrial and Manufacturing Engineering,Engineering,Physical Sciences,0,circular_economy,1,Industrial Symbiosis; Eco-Industrial Parks; Circular Economy; Industrial Ecology; Sustainability; Network Analysis; Waste Management; Urban Industrial Symbiosis; Environmental Assessment; Regional Development
T10539,https://openalex.org/T10539,Sustainable Supply Chain Management,Strategy and Management,"Business, Management and Accounting",Social Sciences,0,circular_economy,1,Circular Economy; Sustainable Supply Chain Management; Green Practices; Supply Chain Network Design; Remanufacturing; Business Model Innovation; Environmental Management; Resource Efficiency; Product Design; Triple Bottom Line
T13790,https://openalex.org/T13790,Waste Management and Environmental Impact,Mechanical Engineering,Engineering,Physical Sciences,0,circular_economy,1,Coal Waste; Energy Production; Environmental Impact; Utilization Technologies; Fly Ash; Reclamation; Sustainable Development; Waste Management; Combustion Process; Environmental Protection
T14179,https://openalex.org/T14179,Waste Management and Recycling,Waste Management and Disposal,Environmental Science,Physical Sciences,0,circular_economy,1,Waste Management; Community Participation; Plastic Waste; Environmental Impact; Recycling; Household Waste; Social Empowerment; Sustainable Development; Local Wisdom; Composting
T11781,https://openalex.org/T11781,Wastewater Treatment and Reuse,Waste Management and Disposal,Environmental Science,Physical Sciences,0,circular_economy,1,Wastewater Reuse; Water Scarcity; Sustainability Assessment; Decentralized Treatment; Resource Recovery; Life Cycle Assessment; Urban Water Management; Soil and Plant Quality; Public Perception; Health and Environmental Implications
T11774,https://openalex.org/T11774,Adsorption and Cooling Systems,Mechanical Engineering,Engineering,Physical Sciences,0,climate_energy,0,Thermochemical Heat Storage; Adsorption Refrigeration; Desiccant Cooling; Solar Energy Storage; Heat and Mass Transfer; Solid Sorption Systems; Membrane-based Enthalpy Exchanger; Seasonal Heat Storage; Liquid Desiccant Dehumidification; Energy Recovery Technologies
T11524,https://openalex.org/T11524,Advanced Aircraft Design and Technologies,Global and Planetary Change,Environmental Science,Physical Sciences,0,climate_energy,0,Aviation; Climate Change; Alternative Fuels; Emissions; Aircraft Design; Renewable Jet Fuel; Contrails; Hydrogen Technology; Electric Propulsion; Air Quality
T10663,https://openalex.org/T10663,Advanced Battery Technologies Research,Automotive Engineering,Engineering,Physical Sciences,0,climate_energy,0,Lithium-ion Batteries; Battery Management Systems; Thermal Runaway; State of Charge Estimation; Aging Mechanisms; Electric Vehicles; Safety Concerns; Cycle Life Modeling; Thermal Management; Prognostics
T10117,https://openalex.org/T10117,Advanced Combustion Engine Technologies,Fluid Flow and Transfer Processes,Chemical Engineering,Physical Sciences,0,climate_energy,0,Combustion; Chemical Kinetics; Soot Formation; Internal Combustion Engines; Fuel Chemistry; Oxidation Mechanism; Laminar Flame Speeds; Hydrocarbon Fuels; Emissions; Biofuels
T10175,https://openalex.org/T10175,Advanced DC-DC Converters,Electrical and Electronic Engineering,Engineering,Physical Sciences,0,climate_energy,0,Power Electronics; DC-DC Converters; High-Frequency Power Conversion; Renewable Energy Integration; Solid-State Transformers; Electric Vehicle Charging; Isolated Bidirectional Converters; Switched-Capacitor Circuits; Voltage Boosting Techniques; Digital Control
T13889,https://openalex.org/T13889,Advanced Materials and Semiconductor Technologies,Materials Chemistry,Materials Science,Physical Sciences,0,climate_energy,0,Thin-Film Deposition; Nanomaterials Synthesis; Polymer Coatings; Thermal Conductivity; Semiconductor Devices; Nanocomposite Coatings; Renewable Energy Sources; Electric Drive Systems; Sensing Properties; Information Technology
T10078,https://openalex.org/T10078,Advanced Photocatalysis Techniques,"Renewable Energy, Sustainability and the Environment",Energy,Physical Sciences,0,climate_energy,0,Photocatalyst; Semiconductor; Visible Light; Water Splitting; Graphene; Hydrogen Production; Nanomaterials; Plasmonic; CO2 Reduction; Solar Energy
T13856,https://openalex.org/T13856,Advanced Power Generation Technologies,Electrical and Electronic Engineering,Engineering,Physical Sciences,0,climate_energy,0,Thermal Conductivity; Steam Generation; Hydrogen-Oxygen Generators; Nuclear Power Plants; Energy Efficiency; Climate Change; Electric Power Industry; Gas Turbines; Renewable Energy; Combustion Technology
T12719,https://openalex.org/T12719,Aerospace Engineering and Energy Systems,Aerospace Engineering,Engineering,Physical Sciences,0,climate_energy,0,Airborne Wind Energy; High Altitude Wind Power; Tethered Kites; Stratospheric Airships; Parafoil Systems; Renewable Energy Generation; Control Systems; Trajectory Tracking; Solar Power Generation; Aerostats
T10476,https://openalex.org/T10476,Algal biology and biofuel production,"Renewable Energy, Sustainability and the Environment",Energy,Physical Sciences,0,climate_energy,0,Biodiesel; Microalgae; Biofuels; Production; Harvesting; Genome Analysis; Nutrient Removal; Lipid Accumulation; Photobioreactors; Sustainable Industry
T12112,https://openalex.org/T12112,Ammonia Synthesis and Nitrogen Reduction,Catalysis,Chemical Engineering,Physical Sciences,0,climate_energy,0,Ammonia Synthesis; Electrocatalysts; Nitrogen Reduction; Ambient Conditions; Catalysis; Renewable Energy; Artificial Nitrogen Fixation; Electrochemical Synthesis; Hydrogen Storage; Nanocatalysts
T11588,https://openalex.org/T11588,Atmospheric and Environmental Gas Dynamics,Global and Planetary Change,Environmental Science,Physical Sciences,0,climate_energy,0,Methane; Emissions; Shale Gas; Atmospheric; Carbon Dioxide; Hydraulic Fracturing; Global Budget; Natural Gas; Water Quality; Satellite Observations
T10507,https://openalex.org/T10507,Biodiesel Production and Applications,Biomedical Engineering,Engineering,Physical Sciences,0,climate_energy,0,Biodiesel; Transesterification; Catalyst; Feedstock; Engine Performance; Emissions; Vegetable Oils; Fatty Acid Methyl Esters; Waste Cooking Oil; Renewable Energy
T10121,https://openalex.org/T10121,Building Energy and Comfort Optimization,Building and Construction,Engineering,Physical Sciences,1,climate_energy,0,Building Energy Consumption; Thermal Comfort; Energy Simulation; Model Predictive Control; Sustainable Buildings; Occupant Behavior; Climate Change Impact; Artificial Neural Networks; Energy Efficiency; Building Performance
T13263,https://openalex.org/T13263,Building energy efficiency and sustainability,Building and Construction,Engineering,Physical Sciences,0,climate_energy,0,Energy Efficiency; Building Construction; Sustainable Architecture; Fire Resistance; Thermal Insulation; Renovation Management; Environmental Engineering; Precast Residential Buildings; Ventilation Systems; Urban Renewal
T11302,https://openalex.org/T11302,CO2 Sequestration and Geologic Interactions,Environmental Engineering,Environmental Science,Physical Sciences,0,climate_energy,0,CO2 Sequestration; Geological Storage; Carbon Capture; Mineral Carbonation; Geochemical Modeling; Saline Aquifers; Reactive Transport; Caprock Integrity; Deep Sedimentary Formations; Weathering Rates
T12916,https://openalex.org/T12916,COVID-19 impact on air quality,Global and Planetary Change,Environmental Science,Physical Sciences,0,climate_energy,0,COVID-19; pandemic; air quality; lockdown; environmental impact; sustainability; renewable energy; carbon emissions; climate change; global response
T10590,https://openalex.org/T10590,Chalcogenide Semiconductor Thin Films,Electrical and Electronic Engineering,Engineering,Physical Sciences,0,climate_energy,0,Thin-Film Solar Cells; Efficiency; CZTS; Kesterite; Photovoltaics; Semiconductor; Device Characteristics; Materials Modelling; Nanocrystals; Solar Cell Efficiency
T11802,https://openalex.org/T11802,Chemical Looping and Thermochemical Processes,Biomedical Engineering,Engineering,Physical Sciences,0,climate_energy,0,Chemical-Looping Combustion; Solar Thermochemical Production; CO2 Capture; Oxygen Carriers; Hydrogen Production; Thermochemical Cycles; High-Temperature Solar Chemistry; Sorption-Enhanced Reforming; Solid Fuels; Redox Reactions
T11488,https://openalex.org/T11488,Climate Change Communication and Perception,Sociology and Political Science,Social Sciences,Social Sciences,0,climate_energy,0,Climate Change; Public Perception; Science Communication; Risk Perception; Media Coverage; Policy Preferences; Global Warming; Psychological Responses; Cultural Cognition; Environmental Attitudes
T10471,https://openalex.org/T10471,Climate Change Policy and Economics,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0,climate_energy,0,Climate Change; Economic Impacts; Greenhouse Gas Emissions; Policy Instruments; Carbon Pricing; Socioeconomic Pathways; Energy Transition; Global Warming; Mitigation Strategies; Environmental Policy
T13530,https://openalex.org/T13530,Climate Change and Environmental Impact,Global and Planetary Change,Environmental Science,Physical Sciences,0,climate_energy,0,Climate Change; Global Warming; Sustainability; Renewable Energy; Carbon Emissions; Adaptation Strategies; Biodiversity Conservation; Environmental Policy; Extreme Weather Events; Geo-Spatial Data
T12615,https://openalex.org/T12615,Climate Change and Geoengineering,Global and Planetary Change,Environmental Science,Physical Sciences,0,climate_energy,0,Geoengineering; Climate Change; Ethics; Solar Radiation Management; Stratospheric Aerosols; Global Governance; Climate Justice; Public Perception; Environmental Ethics; Policy Dilemma
T11244,https://openalex.org/T11244,Climate Change and Health Impacts,"Health, Toxicology and Mutagenesis",Environmental Science,Physical Sciences,0,climate_energy,0,Climate Change; Human Health; Mortality; Heat Waves; Public Health; Temperature; Epidemiological Evidence; Global Warming; Infectious Diseases; Vulnerability
T14296,https://openalex.org/T14296,Climate Change and Sustainable Development,Global and Planetary Change,Environmental Science,Physical Sciences,0,climate_energy,0,Climate Change; Sustainable Development; Energy Policy; Environmental Policy; Water Resources; Carbon Footprint; Urban Planning; Renewable Energy; Flood Risk; Emissions Trading
T12656,https://openalex.org/T12656,"Climate Change, Adaptation, Migration",Sociology and Political Science,Social Sciences,Social Sciences,0,climate_energy,0,Climate Change; Migration; Environmental Refugees; Adaptation; Sea-Level Rise; Natural Disasters; Rural-Urban Migration; Resettlement; Vulnerability; Small Island Developing States
T11333,https://openalex.org/T11333,Climate change and permafrost,Atmospheric Science,Earth and Planetary Sciences,Physical Sciences,0,climate_energy,0,Permafrost; Arctic; Climate Change; Carbon Feedback; Thawing; Methane Emissions; Tundra; Vegetation Change; Hydrology; Ecosystem Response
T10029,https://openalex.org/T10029,Climate variability and models,Global and Planetary Change,Environmental Science,Physical Sciences,0,climate_energy,0,Climate Change; Global Warming; Extreme Events; Climate Modeling; Precipitation Extremes; Ocean Circulation; ENSO Variability; Arctic Amplification; Hydrological Cycle; Greenhouse Gas Emissions
T13584,https://openalex.org/T13584,Coal Combustion and Slurry Processing,Mechanical Engineering,Engineering,Physical Sciences,0,climate_energy,0,Coal Water Slurry; Rheology; Combustion; Stability; Surfactants; Environmental Impact; Petrochemicals; Microwave Irradiation; Waste Utilization; Energy Efficiency
T10644,https://openalex.org/T10644,Cryospheric studies and observations,Atmospheric Science,Earth and Planetary Sciences,Physical Sciences,0,climate_energy,0,Glacier; Climate Change; Water Availability; Ice Sheet; Sea Level Rise; Himalayas; Antarctica; Snow Cover; Hydrology; Remote Sensing
T13811,https://openalex.org/T13811,Earth Systems and Cosmic Evolution,Atmospheric Science,Earth and Planetary Sciences,Physical Sciences,0,climate_energy,0,Gaia Hypothesis; Earth Systems Science; Complex Adaptive Systems; Environmental Regulation; Planetary Self-Regulation; Daisyworld; Microbial Ecology; Global Warming; Biosphere; Climate Change
T14341,https://openalex.org/T14341,"Education, Technology, and Ethics","Management, Monitoring, Policy and Law",Environmental Science,Physical Sciences,0,climate_energy,0,Scientific Integrity; Environmental Engineering; Poverty Reduction; Renewable Energy; Sustainability; Social Justice; Climate Change; Nanotechnology; Global Health Policy; Education Equity
T10278,https://openalex.org/T10278,Electric Motor Design and Analysis,Electrical and Electronic Engineering,Engineering,Physical Sciences,0,climate_energy,0,Electric Motor Drives; Permanent Magnet Machines; Thermal Analysis; Switched Reluctance Motors; Torque Ripple Reduction; High-Speed Applications; Hybrid Electric Vehicles; Magnetic Gearing; Cogging Torque Reduction; Motor Design Optimization
T10424,https://openalex.org/T10424,Electric Power System Optimization,Electrical and Electronic Engineering,Engineering,Physical Sciences,0,climate_energy,0,Unit Commitment; Economic Dispatch; Renewable Energy Integration; Market Power; Transmission Expansion Planning; Stochastic Optimization; Wind Power Forecasting; Ancillary Services; Electricity Market Reform; Price Volatility
T13093,https://openalex.org/T13093,Electric Power Systems and Control,Electrical and Electronic Engineering,Engineering,Physical Sciences,0,climate_energy,0,Electric Drives; Energy Efficiency; Control Systems; Reliability; Power Supply; Semiconductor Converters; Nanotechnology; Optimization; Traction Drive; Mathematical Modeling
T10768,https://openalex.org/T10768,Electric Vehicles and Infrastructure,Electrical and Electronic Engineering,Engineering,Physical Sciences,1,climate_energy,0,Electric Vehicles; Vehicle-to-Grid; Charging Infrastructure; Renewable Energy Integration; Grid Impact; Battery Technology; Consumer Adoption; Smart Grid; Life Cycle Assessment; Sustainability
T10808,https://openalex.org/T10808,Electric and Hybrid Vehicle Technologies,Automotive Engineering,Engineering,Physical Sciences,0,climate_energy,0,Electric Vehicles; Hybrid Vehicles; Energy Storage Systems; Power Management Strategy; Control Strategies; Model Predictive Control; Supercapacitors; Battery Life Optimization; Fuel Cell Vehicles; Vehicle Propulsion Systems
T10212,https://openalex.org/T10212,Electrochemical sensors and biosensors,Electrical and Electronic Engineering,Engineering,Physical Sciences,0,climate_energy,0,Electrochemical Biosensors; Graphene; Glucose Sensors; Carbon Nanotubes; Enzymatic Biofuel Cells; Nanomaterials; Non-enzymatic Sensors; Electrochemistry; Biosensor Applications; Nanostructured Materials
T11954,https://openalex.org/T11954,Energy Efficiency and Management,"Renewable Energy, Sustainability and the Environment",Energy,Physical Sciences,0,climate_energy,0,Energy Efficiency; Manufacturing; Industrial Sector; Energy Consumption; Resource Efficient; Policy; Barriers; Machine Tools; Sustainability; Renewable Energy
T14098,https://openalex.org/T14098,Energy Efficiency in Computing,Hardware and Architecture,Computer Science,Physical Sciences,1,climate_energy,0,Power Consumption; Server Selection Algorithms; Fog Computing; Energy-Efficient Models; Peer-to-Peer Systems; Wireless Sensor Networks; Computation Models; Virtual Machines; Cluster of Servers; IoT
T11392,https://openalex.org/T11392,Energy Harvesting in Wireless Networks,Electrical and Electronic Engineering,Engineering,Physical Sciences,1,climate_energy,0,Wireless Energy Harvesting; Information Transfer; RF Energy Harvesting; Wireless Power Transfer; Energy Management; Sensor Networks; MIMO Broadcasting; RFID Technology; Ambient Backscatter; Energy Efficiency
T11052,https://openalex.org/T11052,Energy Load and Power Forecasting,Electrical and Electronic Engineering,Engineering,Physical Sciences,1,climate_energy,0,Electricity Price Forecasting; Load Forecasting; Short-Term Forecasting; Neural Networks; Wind Power Generation; ARIMA Models; Probabilistic Forecasting; Deep Learning; Renewable Energy; Time Series Analysis
T11336,https://openalex.org/T11336,Energy and Environment Impacts,Pollution,Environmental Science,Physical Sciences,0,climate_energy,0,Indoor Air Pollution; Household Fuel Use; Energy Poverty; Respiratory Infections; Solid Fuel; Renewable Energy; Cookstoves; Health Impacts; Rural Electrification; Biomass Combustion
T13975,https://openalex.org/T13975,"Energy, Economy, and Technology Trends","Renewable Energy, Sustainability and the Environment",Energy,Physical Sciences,1,climate_energy,0,Energy Internet; Smart Products; Industrial Revolution; Sustainability; Digital Transformation; Globalization; Renewable Energy; Internet of Things; Economic Impact; Technological Innovation
T10438,https://openalex.org/T10438,"Energy, Environment, Economic Growth",Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0,climate_energy,0,CO2 Emissions; Energy Consumption; Economic Growth; Renewable Energy; Environmental Regulation; Panel Data Analysis; Kuznets Curve; Trade Openness; Financial Development; Urbanization
T12617,https://openalex.org/T12617,"Energy, Environment, and Transportation Policies","Renewable Energy, Sustainability and the Environment",Energy,Physical Sciences,0,climate_energy,0,Rebound Effect; Energy Efficiency; Consumption; Fuel Taxes; Elasticity of Demand; Fossil Fuel Subsidies; Transportation Sector; Household Behavior; Environmental Impact; Global Energy Demand
T13990,https://openalex.org/T13990,Engine and Fuel Emissions,Automotive Engineering,Engineering,Physical Sciences,0,climate_energy,0,Common Rail Injectors; Fuel Emissions; Diesel Engine; Vehicle Diagnostics; Energy Efficiency; Environmental Impact; Automotive Technology; Sustainable Agriculture; Control Systems; Renewable Energy
T12899,https://openalex.org/T12899,Engineering and Technology Innovations,Electrical and Electronic Engineering,Engineering,Physical Sciences,1,climate_energy,0,Electric Circuits; Equivalent Circuit Concept; Electronics; Wireless Communication; Renewable Energy; Robotics; Smart Systems; Digital Ordering System; Power Systems; IoT Technology
T13711,https://openalex.org/T13711,Environmental Science and Technology,Biochemistry,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0,climate_energy,0,Microbial Metabolites; Human Microbiome; Sepsis; Aromatic Compounds; Renewable Resources; Biomass Combustion; Sustainable Development; Gas Chromatography-Mass Spectrometry; Mitochondrial Function; Cell Biology
T13870,https://openalex.org/T13870,Environmental and Ecological Studies,"Renewable Energy, Sustainability and the Environment",Energy,Physical Sciences,0,climate_energy,0,Renewable Energy; Climate Change; Environmental Impact Assessment; Sustainable Development; Ecosystem Approach; Energy Policy Analysis; Geographic Information Systems; Urban Planning; Biomass Energy; SMEs in Developing Economies
T13517,https://openalex.org/T13517,Environmental and Industrial Safety,Environmental Engineering,Environmental Science,Physical Sciences,1,climate_energy,0,Environmental Risk Analysis; Air Pollution; Energy Costs; Renewable Energy; Fire Detection; Structural Models; Nuclear Power Plants; Water Quality Monitoring; Smart Grid Technology; Composite Materials
T12277,https://openalex.org/T12277,Frequency Control in Power Systems,Electrical and Electronic Engineering,Engineering,Physical Sciences,0,climate_energy,0,Load Frequency Control; Automatic Generation Control; Renewable Energy; Power System; Frequency Regulation; Intelligent Control; Decentralized Control; Optimization; Deregulated Environment; Energy Storage
T13040,https://openalex.org/T13040,"Gender, Education, and Development Issues",Education,Social Sciences,Social Sciences,0,climate_energy,0,Human Development Report; Global Gender Gap; Climate Change; Education; Poverty Reduction; Sustainable Development; Agriculture Economics; Gender Policy; Renewable Energy; Social Justice
T10017,https://openalex.org/T10017,Geology and Paleoclimatology Research,Atmospheric Science,Earth and Planetary Sciences,Physical Sciences,0,climate_energy,0,Climate Change; Paleoclimatology; Glacial Cycles; Holocene; Sea Level; Monsoon Dynamics; Greenhouse Warming; Ice Core Records; Solar Influence; Atmospheric CO2
T11225,https://openalex.org/T11225,Geothermal Energy Systems and Applications,"Renewable Energy, Sustainability and the Environment",Energy,Physical Sciences,0,climate_energy,0,Geothermal Energy; Ground Source Heat Pump; Renewable Energy; Thermal Conductivity; Enhanced Geothermal Systems; Heat Transfer; Energy Piles; Thermal Response Test; Seasonal Thermal Energy Storage; Sustainability
T12129,https://openalex.org/T12129,Global Energy Security and Policy,General Energy,Energy,Physical Sciences,0,climate_energy,0,Energy Security; Renewable Energy; Geopolitics; Sustainability; Natural Gas; Global Governance; Climate Change; Supply Diversity; Policy Evaluation; Energy Resilience
T12639,https://openalex.org/T12639,Global Energy and Sustainability Research,"Renewable Energy, Sustainability and the Environment",Energy,Physical Sciences,0,climate_energy,0,EROI; Fossil Fuels; Renewable Energy; Peak Oil; Sustainability; Energy Return on Investment; Global Energy; Oil Production; Climate Change; Energy Transition
T12093,https://openalex.org/T12093,Greenhouse Technology and Climate Control,Plant Science,Agricultural and Biological Sciences,Life Sciences,0,climate_energy,0,Plant Architecture; Functional–Structural Plant Modelling; Greenhouse Climate Control; Computational Fluid Dynamics (CFD); Virtual Plants; Solar Energy in Greenhouses; Crop Photosynthesis; L-systems Modeling; Microclimate Simulation; Renewable Energy in Agriculture
T12368,https://openalex.org/T12368,Grey System Theory Applications,Management Science and Operations Research,Decision Sciences,Social Sciences,0,climate_energy,0,Grey System Theory; Time Series Prediction; Energy Consumption Forecasting; CO2 Emissions; Renewable Energy Consumption; Electricity Demand Forecasting; Nonlinear Grey Models; Forecasting Model Optimization; Multivariable Grey Model; Fractional Grey Model
T11007,https://openalex.org/T11007,Hybrid Renewable Energy Systems,Energy Engineering and Power Technology,Energy,Physical Sciences,0,climate_energy,0,Hydrogen; Renewable Energy; Electrolysis; Power-to-Gas; Sustainability; Energy Storage; Techno-Economic Analysis; Renewable Resources; Fuel Cell; Environmental Impact
T11186,https://openalex.org/T11186,Hydrology and Drought Analysis,Global and Planetary Change,Environmental Science,Physical Sciences,0,climate_energy,0,Drought; Monitoring; Global Warming; Hydrological; Indices; Remote Sensing; Climate Change; Evapotranspiration; Severity; Frequency
T11185,https://openalex.org/T11185,Integrated Energy Systems Optimization,Electrical and Electronic Engineering,Engineering,Physical Sciences,0,climate_energy,0,Renewable Energy; Energy Systems; District Heating; Electricity Storage; Energy Modeling; Wind Power Integration; Smart Energy Systems; Power Grid Flexibility; Energy Transition; Decarbonization
T11837,https://openalex.org/T11837,Iron and Steelmaking Processes,Mechanical Engineering,Engineering,Physical Sciences,0,climate_energy,0,Reduction Kinetics; Iron Oxides; Hydrogen; Carbon Monoxide; Steel Industry; Blast Furnace; Sustainability; Biomass Applications; Energy Efficiency; Metallurgical Processes
T10787,https://openalex.org/T10787,Lightning and Electromagnetic Phenomena,Astronomy and Astrophysics,Physics and Astronomy,Physical Sciences,0,climate_energy,0,Lightning; Distribution; Physics; Terrestrial Gamma-Ray Flashes; Atmospheric Electric Circuit; Climate Change; Thunderstorms; Detection Systems; Electromagnetic Fields; Simulation
